Gender,MaritalStatus,Age,Accommodation,Faculty,SecSchType ,HealthCondition, LevelOfStudy,LectureAttend,ClassActive,LateFreq,StudyHours,CGPA,TechUtilization,EmpStatus,SocialMedia,StressMang,SadFreq,StudentAssoc,ExtracurricularAct,YearsBefAdmission,FamilySize,SponsorType,SponsorIncome,SponsorSupport, HomeResp,ProgramPref,OnlineResources,TeachStaffComp,QualityOfFacilities,ClassSize,InternetAccess,LecClarification,LecSupport,TeachnApproach,TeachnResources,TopicDensity,LecAbsFreq,LecPuctuality,TeachExperience
Male,Single,26-30,Off-campus,Engineering,Public,No,500,Strongly disagree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Frequently,No,1-2 hours,High,Sometimes,No,Rarely,Less than 1 year,Above 9 members,Self-sponsored,"Below N80,000",Average,Frequently,Yes,Average,Good,Poor,No,Agree,Good,Average,Rarely,Rarely,Disagree,Agree,Disagree,Good
Male,Single,26-30,On-campus,Social and Management Science,Public,No,500,Disagree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Often,No,Occasionally,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Low,Frequently,No,Average,Average,Average,Yes,Strongly disagree,Excellent,Good,Occasionally,Occasionally,Disagree,Agree,Agree,Excellent
Male,Single,21-25,On-campus,Life Sciences,Private,No,300,Strongly disagree,Very frequently,Once a week,More than 20 hours,3.50 - 4.49,Very frequently,No,More than 4 hours,Moderate,Never,Yes,Very frequently,Less than 1 year,Above 9 members,Parents,"Above N150,000",Average,Frequently,Yes,Average,Average,Average,Yes,Agree,Good,Good,Frequently,Always,Agree,Agree,Strongly agree,Average
Male,Single,21-25,On-campus,Environmental,Private,No,300,Agree,Occasionally,Almost every day,15-20 hours,2.40 - 3.49,Very frequently,No,More than 4 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Frequently,Yes,Average,Average,Average,No,Disagree,Poor,Poor,Occasionally,Always,Disagree,Strongly agree,Agree,Poor
Male,Single,26-30,On-campus,Engineering,Public,No,500,Agree,Occasionally,Almost every day,5-10 hours,2.40 - 3.49,Very frequently,No,2-3 hours,Moderate,Often,No,Rarely,2-3 years,Above 9 members,Self-sponsored,"Below N80,000",Low,Very frequently,Yes,Very poor,Average,Average,No,Strongly disagree,Average,Average,Rarely,Rarely,Agree,Agree,Agree,Average
Male,Married,36 or above,Off-campus,Engineering,Public,No,500,Agree,Frequently,Once a week,More than 20 hours,3.50 - 4.49,Frequently,Yes,3-4 hours,Moderate,Sometimes,No,Very frequently,1-2 years,Above 9 members,Self-sponsored,"Below N80,000",Low,Very frequently,No,Average,Good,Good,Yes,Disagree,Good,Good,Frequently,Frequently,Agree,Disagree,Disagree,Good
Female,Single,26-30,Off-campus,Agriculture,Private,No,500,Strongly disagree,Very frequently,Rarely,5-10 hours,3.50 - 4.49,Very frequently,Yes,1-2 hours,Moderate,Sometimes,Yes,Rarely,More than 3 years,1-4 members,Parents,"Below N80,000",High,Occasionally,Yes,Very poor,Excellent,Average,Yes,Strongly disagree,Good,Excellent,Frequently,Frequently,Disagree,Strongly disagree,Strongly disagree,Excellent
Male,Single,26-30,Off-campus,Education,Public,No,500,Agree,Rarely,Once a week,Less than 5 hours,3.50 - 4.49,Very frequently,No,3-4 hours,High,Sometimes,No,Never,Less than 1 year,1-4 members,Parents,"Below N80,000",High,Frequently,Yes,Good,Good,Poor,No,Disagree,Good,Good,Rarely,Rarely,Disagree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Life Sciences,Public,No,400,Agree,Frequently,Twice a week,Less than 5 hours,1.50 - 2.39,Frequently,No,More than 4 hours,Low,Very often,No,Rarely,Less than 1 year,Above 9 members,Guardian,"N80,000 - N150,000",Low,Frequently,No,Poor,Good,Average,Yes,Disagree,Average,Average,Occasionally,Occasionally,Disagree,Disagree,Disagree,Average
Male,Single,31-35,Off-campus,Engineering,Public,No,500,Agree,Occasionally,Rarely,10-15 hours,1.50 - 2.39,Frequently,No,2-3 hours,Moderate,Often,No,Occasionally,More than 3 years,Above 9 members,Parents,"Below N80,000",Average,Frequently,Yes,Poor,Good,Average,No,Disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Female,Single,21-25,On-campus,Physical Sciences,Private,No,500,Disagree,Frequently,Rarely,Less than 5 hours,2.40 - 3.49,Very frequently,No,More than 4 hours,High,Often,No,Occasionally,1-2 years,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Poor,Excellent,Average,Yes,Disagree,Good,Good,Occasionally,Frequently,Agree,Agree,Agree,Good
Female,Single,21-25,Living with family/relatives,Life Sciences,Public,No,500,Strongly disagree,Frequently,Rarely,More than 20 hours,4.50 - 5.00,Very frequently,No,1-2 hours,High,Sometimes,Yes,Occasionally,More than 3 years,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Very poor,Excellent,Very poor,No,Strongly disagree,Excellent,Excellent,Frequently,Occasionally,Strongly agree,Agree,Agree,Good
Male,Single,31-35,Off-campus,Education,Public,No,500,Agree,Occasionally,Rarely,5-10 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,No,Occasionally,More than 3 years,5-9 members,Self-sponsored,"Below N80,000",Average,Frequently,No,Poor,Good,Average,No,Disagree,Good,Good,Frequently,Frequently,Disagree,Agree,Agree,Good
Female,Single,21-25,On-campus,Life Sciences,Public,No,500,Disagree,Occasionally,Rarely,Less than 5 hours,3.50 - 4.49,Occasionally,No,1-2 hours,High,Sometimes,No,Rarely,1-2 years,5-9 members,Parents,"Below N80,000",Average,Frequently,Yes,Average,Good,Poor,Yes,Strongly disagree,Good,Good,Occasionally,Occasionally,Agree,Disagree,Disagree,Good
Male,Single,21-25,On-campus,Engineering,Public,Yes,500,Disagree,Rarely,Almost every day,5-10 hours,3.50 - 4.49,Very frequently,No,2-3 hours,Moderate,Often,No,Rarely,1-2 years,5-9 members,Parents,"Above N150,000",Average,Frequently,Yes,Very poor,Average,Very poor,No,Disagree,Good,Good,Frequently,Frequently,Disagree,Agree,Agree,Good
Male,Single,26-30,Off-campus,Environmental,Public,No,500,Agree,Never,Twice a week,Less than 5 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,Moderate,Sometimes,No,Never,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",Average,Very frequently,No,Very poor,Average,Poor,Yes,Strongly disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Social and Management Science,Public,No,300,Strongly disagree,Frequently,Almost every day,5-10 hours,2.40 - 3.49,Frequently,Yes,3-4 hours,Moderate,Sometimes,No,Never,Less than 1 year,Above 9 members,Self-sponsored,"Below N80,000",Low,Frequently,Yes,Good,Good,Good,Yes,Agree,Good,Good,Frequently,Frequently,Disagree,Disagree,Disagree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Strongly disagree,Frequently,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Frequently,Yes,Average,Average,Poor,Yes,Disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Disagree,Average
Male,Single,26-30,Off-campus,Life Sciences,Private,Yes,500,Agree,Rarely,Rarely,10-15 hours,1.50 - 2.39,Very frequently,No,2-3 hours,Moderate,Very often,Yes,Occasionally,1-2 years,5-9 members,Parents,"Above N150,000",High,Frequently,Yes,Very poor,Average,Average,Yes,Strongly disagree,Good,Good,Rarely,Occasionally,Agree,Agree,Disagree,Good
Male,Single,26-30,Off-campus,Life Sciences,Public,No,500,Strongly agree,Never,Almost every day,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,More than 4 hours,Very high,Never,Yes,Very frequently,More than 3 years,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,No,Average,Good,Poor,Yes,Strongly agree,Average,Average,Occasionally,Rarely,Agree,Disagree,Disagree,Good
Female,Single,21-25,On-campus,Physical Sciences,Public,No,300,Agree,Never,Rarely,5-10 hours,2.40 - 3.49,Occasionally,Yes,2-3 hours,Moderate,Very often,No,Frequently,2-3 years,5-9 members,Parents,"Below N80,000",Average,Occasionally,No,Good,Good,Poor,No,Disagree,Excellent,Excellent,Frequently,Frequently,Agree,Agree,Disagree,Excellent
Male,Single,26-30,Off-campus,Engineering,Public,No,500,Disagree,Very frequently,Never,Less than 5 hours,3.50 - 4.49,Occasionally,Yes,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Frequently,Yes,Good,Excellent,Excellent,Yes,Agree,Good,Excellent,Frequently,Frequently,Disagree,Agree,Agree,Good
Male,Single,31-35,Off-campus,Engineering,Public,No,500,Strongly disagree,Frequently,Never,More than 20 hours,2.40 - 3.49,Rarely,No,2-3 hours,High,Often,Yes,Never,More than 3 years,Above 9 members,Self-sponsored,"Below N80,000",Low,Frequently,Yes,Poor,Excellent,Average,Yes,Strongly disagree,Good,Excellent,Always,Frequently,Agree,Disagree,Strongly disagree,Excellent
Male,Single,21-25,On-campus,Environmental,Public,No,300,Agree,Occasionally,Rarely,Less than 5 hours,1.50 - 2.39,Very frequently,Yes,More than 4 hours,Moderate,Sometimes,Yes,Rarely,1-2 years,5-9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Very poor,Average,Average,No,Strongly disagree,Good,Average,Occasionally,Occasionally,Disagree,Agree,Disagree,Good
Female,Single,21-25,On-campus,Physical Sciences,Private,No,500,Agree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Moderate,Sometimes,No,Never,1-2 years,5-9 members,Parents,"N80,000 - N150,000",Average,Occasionally,No,Poor,Average,Poor,No,Disagree,Average,Good,Occasionally,Rarely,Agree,Agree,Agree,Good
Female,Married,21-25,Off-campus,Life Sciences,Private,No,500,Disagree,Occasionally,Rarely,5-10 hours,3.50 - 4.49,Frequently,No,1-2 hours,High,Sometimes,No,Never,1-2 years,Above 9 members,Parents,"Below N80,000",Average,Frequently,Yes,Good,Good,Good,Yes,Agree,Average,Average,Frequently,Frequently,Disagree,Disagree,Disagree,Average
Male,Single,26-30,Living with family/relatives,Social and Management Science,Private,No,500,Disagree,Frequently,Never,Less than 5 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,Yes,Occasionally,1-2 years,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Good,Good,Good,Yes,Agree,Good,Good,Frequently,Occasionally,Disagree,Disagree,Strongly disagree,Good
Female,Married,21-25,Off-campus,Life Sciences,Private,No,500,Disagree,Rarely,Rarely,5-10 hours,2.40 - 3.49,Frequently,No,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Not at all,Yes,Good,Excellent,Good,Yes,Agree,Excellent,Excellent,Always,Always,Strongly disagree,Agree,Disagree,Excellent
Male,Single,26-30,On-campus,Physical Sciences,Public,No,500,Strongly disagree,Never,Twice a week,5-10 hours,2.40 - 3.49,Frequently,Yes,More than 4 hours,Low,Very often,No,Never,2-3 years,Above 9 members,Parents,"Below N80,000",High,Occasionally,Yes,Good,Excellent,Good,No,Agree,Excellent,Excellent,Frequently,Never,Disagree,Disagree,Disagree,Excellent
Male,Single,21-25,Living with family/relatives,Life Sciences,Public,No,500,Agree,Occasionally,Rarely,5-10 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,No,Never,1-2 years,Above 9 members,Parents,"Below N80,000",Low,Frequently,Yes,Very poor,Good,Average,Yes,Strongly disagree,Good,Average,Occasionally,Rarely,Agree,Agree,Agree,Good
Male,Single,26-30,On-campus,Life Sciences,Public,Yes,500,Agree,Rarely,Once a week,5-10 hours,2.40 - 3.49,Frequently,No,1-2 hours,High,Very often,Yes,Rarely,2-3 years,5-9 members,Guardian,"Below N80,000",Average,Frequently,Yes,Average,Good,Average,Yes,Disagree,Good,Good,Rarely,Rarely,Disagree,Disagree,Disagree,Good
Male,Single,21-25,Living with family/relatives,Education,Private,No,500,Disagree,Occasionally,Rarely,10-15 hours,3.50 - 4.49,Frequently,Yes,More than 4 hours,High,Sometimes,Yes,Frequently,Less than 1 year,5-9 members,Guardian,"Below N80,000",Average,Frequently,Yes,Average,Average,Average,Yes,Disagree,Average,Average,Rarely,Rarely,Disagree,Disagree,Agree,Average
Male,Single,26-30,Living with family/relatives,Education,Private,No,500,Agree,Frequently,Once a week,5-10 hours,1.50 - 2.39,Frequently,No,More than 4 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Occasionally,No,Average,Good,Average,Yes,Agree,Average,Average,Occasionally,Occasionally,Disagree,Disagree,Disagree,Good
Male,Single,26-30,Living with family/relatives,Environmental,Public,No,400,Agree,Frequently,Once a week,10-15 hours,2.40 - 3.49,Frequently,Yes,3-4 hours,Moderate,Very often,No,Never,2-3 years,Above 9 members,Self-sponsored,"Below N80,000",Average,Frequently,Yes,Very poor,Average,Average,No,Disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Disagree,Average
Male,Single,26-30,On-campus,Physical Sciences,Private,No,500,Agree,Rarely,Rarely,5-10 hours,2.40 - 3.49,Occasionally,Yes,Less than 1 hour,Moderate,Very often,No,Rarely,Less than 1 year,Above 9 members,Self-sponsored,"Below N80,000",Average,Occasionally,No,Very poor,Good,Poor,No,Disagree,Good,Average,Occasionally,Occasionally,Agree,Strongly agree,Strongly agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Agree,Occasionally,Rarely,5-10 hours,2.40 - 3.49,Occasionally,No,2-3 hours,High,Never,Yes,Occasionally,1-2 years,Above 9 members,Parents,"N80,000 - N150,000",Average,Occasionally,Yes,Good,Good,Good,Yes,Agree,Average,Good,Rarely,Rarely,Disagree,Disagree,Disagree,Good
Female,Single,21-25,On-campus,Life Sciences,Public,No,500,Strongly disagree,Occasionally,Never,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,More than 4 hours,High,Very often,No,Frequently,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Occasionally,Yes,Average,Good,Poor,No,Strongly disagree,Good,Good,Always,Frequently,Agree,Agree,Disagree,Good
Male,Single,21-25,Off-campus,Engineering,Public,No,500,Strongly disagree,Occasionally,Never,5-10 hours,3.50 - 4.49,Frequently,No,1-2 hours,Moderate,Sometimes,Yes,Rarely,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Low,Frequently,Yes,Good,Good,Good,Yes,Agree,Good,Good,Occasionally,Frequently,Disagree,Disagree,Strongly disagree,Good
Male,Single,36 or above,Off-campus,Education,Private,No,500,Agree,Occasionally,Twice a week,10-15 hours,2.40 - 3.49,Rarely,No,2-3 hours,Low,Very often,No,Rarely,More than 3 years,Above 9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Poor,Average,Poor,Yes,Disagree,Average,Good,Occasionally,Occasionally,Disagree,Agree,Disagree,Average
Male,Single,26-30,Living with family/relatives,Physical Sciences,Private,No,500,Agree,Frequently,Once a week,10-15 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,Yes,Occasionally,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Good,Good,Average,Yes,Agree,Average,Good,Always,Frequently,Disagree,Agree,Disagree,Excellent
Female,Single,21-25,On-campus,Life Sciences,Private,No,400,Agree,Occasionally,Rarely,5-10 hours,3.50 - 4.49,Frequently,No,More than 4 hours,Very high,Sometimes,Yes,Occasionally,Less than 1 year,1-4 members,Parents,"Above N150,000",High,Occasionally,Yes,Good,Average,Poor,Yes,Disagree,Average,Average,Occasionally,Occasionally,Agree,Strongly agree,Agree,Average
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Disagree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Very frequently,No,More than 4 hours,High,Very often,No,Rarely,Less than 1 year,Above 9 members,Guardian,"N80,000 - N150,000",High,Very frequently,Yes,Poor,Excellent,Very poor,No,Strongly disagree,Excellent,Good,Always,Occasionally,Agree,Disagree,Agree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Strongly agree,Occasionally,Twice a week,Less than 5 hours,2.40 - 3.49,Frequently,Yes,More than 4 hours,Moderate,Often,No,Rarely,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",Low,Frequently,No,Average,Average,Very poor,No,Strongly disagree,Average,Poor,Occasionally,Occasionally,Agree,Agree,Disagree,Average
Male,Single,21-25,Off-campus,Engineering,Private,No,500,Strongly disagree,Frequently,Rarely,Less than 5 hours,2.40 - 3.49,Occasionally,No,More than 4 hours,Moderate,Sometimes,Yes,Frequently,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Good,Good,Average,Yes,Strongly agree,Excellent,Good,Always,Always,Agree,Disagree,Disagree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,200,Disagree,Occasionally,Never,5-10 hours,0.00 - 1.49,Frequently,Yes,1-2 hours,Moderate,Often,Yes,Occasionally,1-2 years,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,No,Average,Average,Very poor,No,Disagree,Average,Good,Occasionally,Frequently,Agree,Disagree,Disagree,Good
Male,Single,21-25,On-campus,Physical Sciences,Public,No,200,Agree,Never,Once a week,5-10 hours,3.50 - 4.49,Frequently,No,More than 4 hours,High,Sometimes,No,Occasionally,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Frequently,No,Good,Good,Good,Yes,Agree,Good,Good,Occasionally,Occasionally,Agree,Agree,Disagree,Good
Male,Single,16-20,Living with family/relatives,Physical Sciences,Private,No,200,Disagree,Occasionally,Rarely,5-10 hours,4.50 - 5.00,Very frequently,No,Less than 1 hour,High,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Average,Average,Average,Yes,Disagree,Good,Average,Occasionally,Occasionally,Disagree,Disagree,Agree,Good
Female,Married,26-30,On-campus,Life Sciences,Public,No,500,Disagree,Occasionally,Once a week,15-20 hours,3.50 - 4.49,Occasionally,No,1-2 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,1-4 members,Parents,"N80,000 - N150,000",Average,Not at all,Yes,Poor,Average,Average,No,Strongly disagree,Average,Average,Never,Never,Strongly agree,Strongly agree,Strongly agree,Average
Male,Single,26-30,Off-campus,Physical Sciences,Private,No,500,Disagree,Frequently,Rarely,5-10 hours,2.40 - 3.49,Frequently,Yes,1-2 hours,Moderate,Often,No,Rarely,1-2 years,5-9 members,Self-sponsored,"Below N80,000",High,Frequently,Yes,Average,Good,Very poor,Yes,Strongly disagree,Good,Average,Occasionally,Frequently,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,200,Agree,Frequently,Once a week,Less than 5 hours,1.50 - 2.39,Frequently,Yes,2-3 hours,Low,Sometimes,No,Very frequently,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,No,Good,Excellent,Good,No,Agree,Average,Good,Frequently,Frequently,Agree,Agree,Agree,Good
Male,Single,16-20,On-campus,Physical Sciences,Private,No,200,Strongly disagree,Frequently,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Very often,Yes,Never,Less than 1 year,Above 9 members,Parents,"Below N80,000",Low,Very frequently,No,Excellent,Excellent,Excellent,Yes,Strongly agree,Good,Good,Occasionally,Frequently,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,200,Agree,Occasionally,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Sometimes,No,Occasionally,1-2 years,5-9 members,Parents,"N80,000 - N150,000",Average,Occasionally,Yes,Poor,Average,Very poor,No,Strongly disagree,Average,Average,Occasionally,Rarely,Agree,Agree,Disagree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,200,Disagree,Occasionally,Never,Less than 5 hours,2.40 - 3.49,Frequently,No,1-2 hours,Moderate,Very often,No,Occasionally,2-3 years,1-4 members,Parents,"Below N80,000",Average,Occasionally,Yes,Average,Poor,Very poor,No,Strongly disagree,Average,Average,Occasionally,Rarely,Agree,Agree,Disagree,Average
Male,Single,21-25,Off-campus,Life Sciences,Public,No,300,Agree,Never,Once a week,5-10 hours,2.40 - 3.49,Frequently,Yes,More than 4 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Occasionally,Yes,Excellent,Good,Average,Yes,Agree,Average,Average,Rarely,Occasionally,Agree,Agree,Strongly agree,Average
Male,Single,26-30,Off-campus,Engineering,Private,No,500,Strongly disagree,Frequently,Never,15-20 hours,2.40 - 3.49,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Never,1-2 years,1-4 members,Parents,"Below N80,000",Low,Very frequently,No,Very poor,Average,Average,Yes,Disagree,Average,Average,Frequently,Occasionally,Disagree,Agree,Agree,Good
